유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,한식,72.3,36.4
음식,간이음식,72.3,9.7
음식,외국식,72.3,11.9
음식,음식점기타,72.3,1.0
음식,전문음식,72.3,25.0
음식,카페/찻집,72.3,16.0
문화관광,공연시설,10.5,21.0
문화관광,기타문화관광지,10.5,1.2
문화관광,도시공원,10.5,66.7
문화관광,레저스포츠시설,10.5,3.1
문화관광,전시시설,10.5,4.6
문화관광,테마공원,10.5,3.5
쇼핑,기타쇼핑시설,10.3,5.1
쇼핑,쇼핑몰,10.3,94.9
숙박,기타숙박,4.2,0.2
숙박,모텔,4.2,16.3
숙박,캠핑,4.2,0.2
숙박,호스텔,4.2,2.7
숙박,호텔,4.2,80.5
레저스포츠,기타레저스포츠,1.3,0.4
레저스포츠,육상레저스포츠,1.3,17.9
레저스포츠,수상레저스포츠,1.3,81.8
기타관광,기타관광,0.9,100.0
역사관광,종교성지,0.4,94.5
역사관광,역사유적지,0.4,5.5
체험관광,농/산/어촌체험,0.1,100.0
자연관광,자연경관(산),0.1,100.0
