순위,관광지ID,관광지명,분류
28,e17cb97d3744ecd0cf941d9486fa4355,퍼스트가든자동차극장,공연시설
29,8695b2de3cc23c156b366608d9b89885,약천사,종교성지
30,c664700bd14e49b091436d84378c0391,케이힐스더테라스,호텔
31,de19ce157c4210ec93d222a2823dd90f,서원밸리CC,육상레저스포츠
32,9a1b61a4967c1ba371d13a2aaddb6e34,스마트KU골프파빌리온,육상레저스포츠
33,382f4c95b87ee7b8a0ed07179b22f27f,금촌전통시장,시장
34,f7688e9e63207c3f02fa33de4729c77f,베스트밸리GC,육상레저스포츠
35,c8a2d04e988792042ca48dfde9d1407f,오성골프클럽,육상레저스포츠
36,3b8daccd597a508de28c1f45dd56fed1,아미가골프장,육상레저스포츠
37,b0d9f0a100c3f2bb7b28837a82740dc2,퍼스트가든빛축제,기타문화관광지
38,33ef3f78240dadd22b84766d3f98ab43,골든힐호텔,호텔
39,b5d33dd5cb2a421a72448ea3cb4e6618,미메시스아트뮤지엄,전시시설
40,85a33edd9d7ef8c4b9e2b18e697b5390,동화힐링캠프,캠핑
41,41e00ec5d68c9ee6425522aab554349d,문산자유시장,시장
42,7f173be334b2e7d6b9658b4b366402b0,율곡수목원,자연공원
43,394267994d84ed879274bf65b8ed19fe,율곡습지공원,도시공원
44,a6bfcfc8e188c6ba0b105f6eda96a6ca,파주놀이구름,테마공원
45,ffaa593b638f70053ceed146fbe7c76e,판문점,기타관광
46,a41e67d5eda4148f550121b1a7d76792,구 적성버스공용터미널,교통시설
47,1b9928eeaf2065c6406dca7fd58517c9,마장호수,자연경관(하천/해양)
48,c7ac95f733903a098f4d8230d8a913eb,CGV파주야당,공연시설
49,1aabc6f644c6f6a94ca0b88aceb07cfd,마장호수공원,도시공원
50,750985c562e39bebf6af094dbfc0a121,파주삼릉,역사유적지
51,a4d02cd76ea178c7a642487b99448d46,임진각관광안내소,기타관광
52,e7e183dedfbef97f99b152c3974a7072,노스팜CC,육상레저스포츠
53,04a0154e9869db9bf645448404707719,파주리조트골프클럽PRGC,육상레저스포츠
54,91d10c23191ef97428aee613b4f2e677,장산전망대,랜드마크관광
55,e2b7c908078f80d58777a8ffe2b4c1a9,메가박스파주출판도시,공연시설
56,91a79e58669bcca373a2f7f54fd7b3be,매일낚시터,수상레저스포츠
57,e2ef2bf062004358fc41066d7e6b9918,마리호텔,호텔
58,f78416774c6b489e23b5aa6b84c8fce4,파주이이유적,역사유적지
59,ea9af19872ea6f89502ae63c8b83367a,명필름아트센터,기타문화관광지
60,f9ede4a268567247a072eccb383f8b78,파주임진각평화곤돌라,기타레저스포츠
61,0c6095f0d9f62f7b39aa1e14cd72a2ba,광탄낚시레저타운,수상레저스포츠
62,1e2e763c5f4343a048cbab40d87e3029,파주J퍼블릭GC,육상레저스포츠
63,d80e1b8c379a799fdd353e52749a83a6,미즈호텔,모텔
64,de535e267c10a7c88f2ed4283e8484da,검단사,종교성지
65,738208e8560134370e5c18d3f590c9be,감악산낚시레져타운,수상레저스포츠
66,eec09cfe0eca45e0f73f2850c4a8f8a4,발랑낚시터,수상레저스포츠
67,a40543a1c0cbd25fe4a7080e8d143afe,초호쉼터,펜션/민박
68,5ba58956030aee3e1bff9b33349d5e30,힐즈호텔,호텔
69,5f4eb09e90278cec45c8d49b8fc5dc4e,타조마을,농/산/어촌체험
70,14b6f94c5dcda980a9100562475d6a30,오블라디풀빌라,펜션/민박
71,fecd9849410ecc9e0090ee03c761347f,화석정,역사유적지
72,ea8f2d65ba28d4e3ee2ca92213ab7681,화석정캠핑장,캠핑
72,6fa2aa22c0de9d24cf98fe0096ea5feb,호텔시에나,호텔
74,6a085bfa93c4c00144b4127262d985f7,임진강역,교통시설
75,dad788ef9c9947faa07ed0ad145f7406,유로호텔,모텔
76,ad80a68c67a5d5f2942f5a0b5e2691c0,반구정,역사유적지
77,bb4e1f5bdc3916fd604a1b3ffe5a8407,봉일천종합시장,시장
78,c6abb28f2eb2aff78336127606ad3bea,이채쇼핑몰,쇼핑몰
79,4eb4db9a415a5637a8e0c2c55e6beb3a,파주가야랜드,웰니스관광
79,165a47bd76c84650066fa9a5d511954b,마장호수전망대,랜드마크관광
81,bc78c14553ba3a0161e53727d724104e,메가박스파주운정,공연시설
82,60914233f0d72e6200d9cae529a1c2fd,심학산둘레길,기타관광
83,fad47b7f9ff375ff49586fc3c8acd775,파주파비뇽아울렛,쇼핑몰
84,7cb02cfaa4a6b43d826fa840a7cbdeff,CGV파주문산,공연시설
85,bc680d582b21d2f20c185abbe4ceed90,지지향게스트하우스,호스텔
86,13ec13a2c14c8c2d0bbd645c919d63f1,파주메이트호텔,호텔
87,62cbb724e724087da7e9bf205c242369,청운낚시터,수상레저스포츠
87,475db97583e2f62b385ce05fbed848c0,한국근현대사박물관,전시시설
89,25b9b4eadea9543fef98c9ce4674583c,교하체육공원,도시공원
89,b0de765103f3118fa841434c2d281fe6,쇠꼴마을눈썰매장,육상레저스포츠
91,fcb65b55359c8d8003b516c29e5a11c1,금촌통일시장,시장
92,1e933c5b72195bcb4165998a79437b79,직천낚시터,수상레저스포츠
93,68a40fc5d3af9364317e6617c5ef97b6,교하중앙공원,도시공원
93,453c3f882ce9dc7cd2d85c22f40c37cd,칼튼호텔,모텔
95,c6022543141ce4b3d369b5d66a2fbf30,다온무인텔,모텔
96,30059f2366c55545d5e361c9c9ad11f3,금곡낚시터,수상레저스포츠
97,664ddc2b7d21e664f26ce5de8a3de40e,용암사,종교성지
98,0f3d8c6ee51560fd404daedea8769c74,황포돛배나루터,기타관광
99,c7c1a483d07c360aee06dafe184b86c9,화수목호텔,호텔
99,2b098d70917d04227685a908e784293b,장릉,역사유적지
