유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,한식,74.3,42.5
음식,간이음식,74.3,7.8
음식,외국식,74.3,9.1
음식,음식점기타,74.3,1.3
음식,전문음식,74.3,24.3
음식,카페/찻집,74.3,15.0
쇼핑,기타쇼핑시설,10.3,1.7
쇼핑,쇼핑몰,10.3,98.3
문화관광,공연시설,9.7,23.0
문화관광,기타문화관광지,9.7,0.4
문화관광,도시공원,9.7,68.4
문화관광,레저스포츠시설,9.7,3.9
문화관광,전시시설,9.7,2.2
문화관광,테마공원,9.7,2.1
숙박,모텔,3.1,19.8
숙박,캠핑,3.1,0.5
숙박,호스텔,3.1,0.3
숙박,호텔,3.1,79.4
레저스포츠,기타레저스포츠,1.4,1.1
레저스포츠,육상레저스포츠,1.4,12.4
레저스포츠,수상레저스포츠,1.4,86.5
기타관광,기타관광,0.7,100.0
역사관광,종교성지,0.4,98.0
역사관광,역사유적지,0.4,2.0
자연관광,자연경관(산),0.1,100.0
체험관광,농/산/어촌체험,0.0,100.0
