광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,10,25.6
강원특별자치도,원주시,8,20.5
강원특별자치도,강릉시,1,2.6
강원특별자치도,동해시,1,2.6
강원특별자치도,홍천군,10,25.6
강원특별자치도,횡성군,1,2.6
강원특별자치도,철원군,6,15.4
강원특별자치도,화천군,1,2.6
강원특별자치도,인제군,1,2.6
경기도,수원시 장안구,8,0.2
경기도,수원시 권선구,32,0.6
경기도,수원시 팔달구,17,0.3
경기도,수원시 영통구,31,0.6
경기도,성남시 수정구,12,0.2
경기도,성남시 중원구,11,0.2
경기도,성남시 분당구,40,0.8
경기도,의정부시,112,2.1
경기도,안양시 만안구,14,0.3
경기도,안양시 동안구,21,0.4
경기도,부천시,216,4.1
경기도,광명시,67,1.3
경기도,평택시,60,1.1
경기도,동두천시,29,0.5
경기도,안산시 상록구,30,0.6
경기도,안산시 단원구,39,0.7
경기도,고양시 덕양구,935,17.6
경기도,고양시 일산동구,1019,19.2
경기도,고양시 일산서구,1043,19.6
경기도,과천시,8,0.2
경기도,구리시,34,0.6
경기도,남양주시,103,1.9
경기도,오산시,14,0.3
경기도,시흥시,123,2.3
경기도,군포시,30,0.6
경기도,의왕시,13,0.2
경기도,하남시,45,0.8
경기도,용인시 처인구,15,0.3
경기도,용인시 기흥구,39,0.7
경기도,용인시 수지구,23,0.4
경기도,이천시,17,0.3
경기도,안성시,11,0.2
경기도,김포시,453,8.5
경기도,화성시,111,2.1
경기도,광주시,47,0.9
경기도,양주시,289,5.4
경기도,포천시,48,0.9
경기도,여주시,13,0.2
경기도,연천군,119,2.2
경기도,가평군,14,0.3
경기도,양평군,14,0.3
경상남도,창원시 마산회원구,1,25.0
경상남도,통영시,2,50.0
경상남도,양산시,1,25.0
경상북도,포항시 북구,1,2.8
경상북도,안동시,1,2.8
경상북도,구미시,14,38.9
경상북도,상주시,4,11.1
경상북도,문경시,7,19.4
경상북도,경산시,1,2.8
경상북도,청송군,1,2.8
경상북도,영덕군,1,2.8
경상북도,고령군,1,2.8
경상북도,칠곡군,5,13.9
광주광역시,남구,1,20.0
광주광역시,북구,2,40.0
광주광역시,광산구,2,40.0
대구광역시,동구,1,9.1
대구광역시,서구,1,9.1
대구광역시,남구,1,9.1
대구광역시,북구,3,27.3
대구광역시,수성구,1,9.1
대구광역시,달서구,2,18.2
대구광역시,달성군,1,9.1
대구광역시,군위군,1,9.1
대전광역시,동구,1,7.7
대전광역시,중구,2,15.4
대전광역시,서구,1,7.7
대전광역시,유성구,7,53.8
대전광역시,대덕구,2,15.4
부산광역시,북구,1,33.3
부산광역시,기장군,2,66.7
서울특별시,종로구,43,2.0
서울특별시,중구,33,1.5
서울특별시,용산구,69,3.2
서울특별시,성동구,40,1.9
서울특별시,광진구,29,1.4
서울특별시,동대문구,46,2.2
서울특별시,중랑구,41,1.9
서울특별시,성북구,49,2.3
서울특별시,강북구,35,1.6
서울특별시,도봉구,68,3.2
서울특별시,노원구,59,2.8
서울특별시,은평구,192,9.0
서울특별시,서대문구,94,4.4
서울특별시,마포구,272,12.8
서울특별시,양천구,140,6.6
서울특별시,강서구,317,14.9
서울특별시,구로구,77,3.6
서울특별시,금천구,38,1.8
서울특별시,영등포구,153,7.2
서울특별시,동작구,39,1.8
서울특별시,관악구,32,1.5
서울특별시,서초구,91,4.3
서울특별시,강남구,82,3.8
서울특별시,송파구,55,2.6
서울특별시,강동구,36,1.7
울산광역시,남구,1,50.0
울산광역시,울주군,1,50.0
인천광역시,중구,90,11.7
인천광역시,동구,6,0.8
인천광역시,미추홀구,64,8.3
인천광역시,연수구,61,7.9
인천광역시,남동구,99,12.9
인천광역시,부평구,120,15.6
인천광역시,계양구,114,14.8
인천광역시,서구,201,26.1
인천광역시,강화군,12,1.6
인천광역시,옹진군,2,0.3
전라남도,여수시,1,33.3
전라남도,구례군,1,33.3
전라남도,장성군,1,33.3
전북특별자치도,전주시 완산구,1,7.7
전북특별자치도,군산시,6,46.2
전북특별자치도,익산시,2,15.4
전북특별자치도,정읍시,2,15.4
전북특별자치도,완주군,1,7.7
전북특별자치도,부안군,1,7.7
충청남도,천안시 동남구,8,6.9
충청남도,천안시 서북구,40,34.5
충청남도,공주시,6,5.2
충청남도,보령시,3,2.6
충청남도,아산시,40,34.5
충청남도,서산시,4,3.4
충청남도,당진시,4,3.4
충청남도,서천군,1,0.9
충청남도,청양군,1,0.9
충청남도,홍성군,7,6.0
충청남도,태안군,2,1.7
충청북도,청주시 상당구,3,7.5
충청북도,청주시 서원구,1,2.5
충청북도,청주시 흥덕구,3,7.5
충청북도,청주시 청원구,5,12.5
충청북도,충주시,6,15.0
충청북도,제천시,2,5.0
충청북도,영동군,2,5.0
충청북도,증평군,1,2.5
충청북도,진천군,5,12.5
충청북도,괴산군,2,5.0
충청북도,음성군,9,22.5
충청북도,단양군,1,2.5
