광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,7,26.9
강원특별자치도,원주시,7,26.9
강원특별자치도,강릉시,4,15.4
강원특별자치도,속초시,2,7.7
강원특별자치도,홍천군,2,7.7
강원특별자치도,횡성군,1,3.8
강원특별자치도,철원군,2,7.7
강원특별자치도,화천군,1,3.8
경기도,수원시 장안구,7,0.2
경기도,수원시 권선구,15,0.4
경기도,수원시 팔달구,5,0.1
경기도,수원시 영통구,15,0.4
경기도,성남시 수정구,10,0.3
경기도,성남시 중원구,15,0.4
경기도,성남시 분당구,28,0.7
경기도,의정부시,60,1.6
경기도,안양시 만안구,10,0.3
경기도,안양시 동안구,31,0.8
경기도,부천시,163,4.3
경기도,광명시,34,0.9
경기도,평택시,22,0.6
경기도,동두천시,18,0.5
경기도,안산시 상록구,23,0.6
경기도,안산시 단원구,12,0.3
경기도,고양시 덕양구,692,18.3
경기도,고양시 일산동구,817,21.7
경기도,고양시 일산서구,886,23.5
경기도,과천시,6,0.2
경기도,구리시,22,0.6
경기도,남양주시,59,1.6
경기도,오산시,14,0.4
경기도,시흥시,69,1.8
경기도,군포시,17,0.5
경기도,의왕시,8,0.2
경기도,하남시,27,0.7
경기도,용인시 처인구,8,0.2
경기도,용인시 기흥구,19,0.5
경기도,용인시 수지구,10,0.3
경기도,이천시,10,0.3
경기도,안성시,18,0.5
경기도,김포시,286,7.6
경기도,화성시,52,1.4
경기도,광주시,20,0.5
경기도,양주시,150,4.0
경기도,포천시,25,0.7
경기도,여주시,13,0.3
경기도,연천군,70,1.9
경기도,양평군,7,0.2
경상남도,김해시,1,20.0
경상남도,밀양시,1,20.0
경상남도,거제시,1,20.0
경상남도,양산시,2,40.0
경상북도,경주시,1,4.5
경상북도,구미시,11,50.0
경상북도,영천시,2,9.1
경상북도,상주시,2,9.1
경상북도,문경시,4,18.2
경상북도,청도군,1,4.5
경상북도,칠곡군,1,4.5
광주광역시,북구,1,20.0
광주광역시,광산구,4,80.0
대구광역시,동구,2,16.7
대구광역시,남구,1,8.3
대구광역시,북구,6,50.0
대구광역시,달서구,1,8.3
대구광역시,달성군,1,8.3
대구광역시,군위군,1,8.3
대전광역시,중구,1,25.0
대전광역시,유성구,3,75.0
부산광역시,남구,1,50.0
부산광역시,사하구,1,50.0
서울특별시,종로구,33,2.1
서울특별시,중구,21,1.4
서울특별시,용산구,55,3.6
서울특별시,성동구,18,1.2
서울특별시,광진구,28,1.8
서울특별시,동대문구,21,1.4
서울특별시,중랑구,29,1.9
서울특별시,성북구,44,2.8
서울특별시,강북구,18,1.2
서울특별시,도봉구,34,2.2
서울특별시,노원구,54,3.5
서울특별시,은평구,146,9.5
서울특별시,서대문구,79,5.1
서울특별시,마포구,202,13.1
서울특별시,양천구,99,6.4
서울특별시,강서구,229,14.8
서울특별시,구로구,58,3.8
서울특별시,금천구,29,1.9
서울특별시,영등포구,90,5.8
서울특별시,동작구,48,3.1
서울특별시,관악구,41,2.7
서울특별시,서초구,53,3.4
서울특별시,강남구,65,4.2
서울특별시,송파구,35,2.3
서울특별시,강동구,15,1.0
울산광역시,남구,2,100.0
인천광역시,중구,27,5.4
인천광역시,동구,7,1.4
인천광역시,남구,1,0.2
인천광역시,미추홀구,28,5.6
인천광역시,연수구,56,11.3
인천광역시,남동구,60,12.1
인천광역시,부평구,105,21.2
인천광역시,계양구,72,14.5
인천광역시,서구,130,26.2
인천광역시,강화군,10,2.0
전라남도,여수시,1,100.0
전북특별자치도,익산시,1,50.0
전북특별자치도,완주군,1,50.0
충청남도,천안시 동남구,15,23.1
충청남도,천안시 서북구,27,41.5
충청남도,공주시,2,3.1
충청남도,보령시,2,3.1
충청남도,아산시,16,24.6
충청남도,서산시,1,1.5
충청남도,당진시,1,1.5
충청남도,예산군,1,1.5
충청북도,청주시 상당구,2,11.8
충청북도,청주시 서원구,1,5.9
충청북도,청주시 흥덕구,1,5.9
충청북도,청주시 청원구,1,5.9
충청북도,충주시,5,29.4
충청북도,제천시,2,11.8
충청북도,괴산군,2,11.8
충청북도,음성군,2,11.8
충청북도,단양군,1,5.9
