광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,3,17.6
강원특별자치도,원주시,2,11.8
강원특별자치도,강릉시,2,11.8
강원특별자치도,홍천군,3,17.6
강원특별자치도,횡성군,1,5.9
강원특별자치도,영월군,1,5.9
강원특별자치도,철원군,2,11.8
강원특별자치도,인제군,2,11.8
강원특별자치도,고성군,1,5.9
경기도,수원시 장안구,8,0.3
경기도,수원시 권선구,9,0.3
경기도,수원시 팔달구,9,0.3
경기도,수원시 영통구,9,0.3
경기도,성남시 수정구,12,0.4
경기도,성남시 중원구,5,0.2
경기도,성남시 분당구,18,0.7
경기도,의정부시,65,2.4
경기도,안양시 만안구,12,0.4
경기도,안양시 동안구,21,0.8
경기도,부천시,155,5.7
경기도,광명시,25,0.9
경기도,평택시,4,0.1
경기도,동두천시,12,0.4
경기도,안산시 상록구,3,0.1
경기도,안산시 단원구,9,0.3
경기도,고양시 덕양구,503,18.4
경기도,고양시 일산동구,497,18.2
경기도,고양시 일산서구,640,23.5
경기도,과천시,3,0.1
경기도,구리시,18,0.7
경기도,남양주시,58,2.1
경기도,오산시,9,0.3
경기도,시흥시,45,1.6
경기도,군포시,14,0.5
경기도,의왕시,4,0.1
경기도,하남시,12,0.4
경기도,용인시 처인구,10,0.4
경기도,용인시 기흥구,13,0.5
경기도,용인시 수지구,13,0.5
경기도,이천시,8,0.3
경기도,안성시,5,0.2
경기도,김포시,262,9.6
경기도,화성시,26,1.0
경기도,광주시,8,0.3
경기도,양주시,116,4.3
경기도,포천시,25,0.9
경기도,여주시,5,0.2
경기도,연천군,52,1.9
경기도,가평군,2,0.1
경기도,양평군,5,0.2
경상남도,김해시,2,50.0
경상남도,밀양시,1,25.0
경상남도,거창군,1,25.0
경상북도,김천시,1,10.0
경상북도,안동시,1,10.0
경상북도,구미시,5,50.0
경상북도,상주시,1,10.0
경상북도,문경시,1,10.0
경상북도,칠곡군,1,10.0
광주광역시,남구,1,100.0
대구광역시,서구,2,100.0
대전광역시,동구,1,20.0
대전광역시,중구,1,20.0
대전광역시,서구,2,40.0
대전광역시,유성구,1,20.0
서울특별시,종로구,22,1.7
서울특별시,중구,15,1.1
서울특별시,용산구,45,3.4
서울특별시,성동구,22,1.7
서울특별시,광진구,14,1.1
서울특별시,동대문구,24,1.8
서울특별시,중랑구,31,2.3
서울특별시,성북구,38,2.9
서울특별시,강북구,22,1.7
서울특별시,도봉구,49,3.7
서울특별시,노원구,38,2.9
서울특별시,은평구,118,8.9
서울특별시,서대문구,67,5.0
서울특별시,마포구,141,10.6
서울특별시,양천구,101,7.6
서울특별시,강서구,218,16.4
서울특별시,구로구,77,5.8
서울특별시,금천구,10,0.8
서울특별시,영등포구,94,7.1
서울특별시,동작구,29,2.2
서울특별시,관악구,23,1.7
서울특별시,서초구,29,2.2
서울특별시,강남구,44,3.3
서울특별시,송파구,30,2.3
서울특별시,강동구,26,2.0
인천광역시,중구,27,5.7
인천광역시,동구,4,0.8
인천광역시,남구,4,0.8
인천광역시,미추홀구,37,7.9
인천광역시,연수구,27,5.7
인천광역시,남동구,73,15.5
인천광역시,부평구,76,16.1
인천광역시,계양구,73,15.5
인천광역시,서구,142,30.1
인천광역시,강화군,8,1.7
전라남도,순천시,1,50.0
전라남도,장성군,1,50.0
전북특별자치도,전주시 완산구,1,14.3
전북특별자치도,전주시 덕진구,1,14.3
전북특별자치도,군산시,2,28.6
전북특별자치도,익산시,2,28.6
전북특별자치도,고창군,1,14.3
충청남도,천안시 동남구,5,14.3
충청남도,천안시 서북구,11,31.4
충청남도,공주시,2,5.7
충청남도,보령시,1,2.9
충청남도,아산시,4,11.4
충청남도,서산시,3,8.6
충청남도,계룡시,2,5.7
충청남도,당진시,3,8.6
충청남도,서천군,2,5.7
충청남도,태안군,2,5.7
충청북도,청주시 서원구,1,5.6
충청북도,청주시 흥덕구,1,5.6
충청북도,청주시 청원구,2,11.1
충청북도,충주시,7,38.9
충청북도,제천시,1,5.6
충청북도,진천군,2,11.1
충청북도,음성군,4,22.2
