광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,5,31.3
강원특별자치도,강릉시,1,6.3
강원특별자치도,속초시,1,6.3
강원특별자치도,홍천군,3,18.8
강원특별자치도,철원군,2,12.5
강원특별자치도,화천군,1,6.3
강원특별자치도,인제군,2,12.5
강원특별자치도,양양군,1,6.3
경기도,수원시 장안구,8,0.3
경기도,수원시 권선구,10,0.3
경기도,수원시 팔달구,1,0.0
경기도,수원시 영통구,17,0.5
경기도,성남시 수정구,9,0.3
경기도,성남시 중원구,6,0.2
경기도,성남시 분당구,19,0.6
경기도,의정부시,67,2.1
경기도,안양시 만안구,11,0.4
경기도,안양시 동안구,11,0.4
경기도,부천시,149,4.8
경기도,광명시,33,1.1
경기도,평택시,13,0.4
경기도,동두천시,9,0.3
경기도,안산시 상록구,13,0.4
경기도,안산시 단원구,11,0.4
경기도,고양시 덕양구,579,18.5
경기도,고양시 일산동구,579,18.5
경기도,고양시 일산서구,774,24.8
경기도,과천시,1,0.0
경기도,구리시,23,0.7
경기도,남양주시,44,1.4
경기도,오산시,13,0.4
경기도,시흥시,35,1.1
경기도,군포시,17,0.5
경기도,의왕시,2,0.1
경기도,하남시,24,0.8
경기도,용인시 기흥구,19,0.6
경기도,용인시 수지구,11,0.4
경기도,이천시,9,0.3
경기도,안성시,8,0.3
경기도,김포시,273,8.7
경기도,화성시,40,1.3
경기도,광주시,17,0.5
경기도,양주시,174,5.6
경기도,포천시,30,1.0
경기도,여주시,4,0.1
경기도,연천군,53,1.7
경기도,가평군,6,0.2
경기도,양평군,4,0.1
경상북도,김천시,2,14.3
경상북도,구미시,4,28.6
경상북도,문경시,2,14.3
경상북도,성주군,1,7.1
경상북도,칠곡군,5,35.7
광주광역시,서구,1,50.0
광주광역시,광산구,1,50.0
대구광역시,달서구,4,50.0
대구광역시,달성군,3,37.5
대구광역시,군위군,1,12.5
대전광역시,동구,3,50.0
대전광역시,중구,1,16.7
대전광역시,서구,1,16.7
대전광역시,유성구,1,16.7
부산광역시,연제구,1,100.0
서울특별시,종로구,15,1.2
서울특별시,중구,30,2.3
서울특별시,용산구,38,3.0
서울특별시,성동구,12,0.9
서울특별시,광진구,11,0.9
서울특별시,동대문구,23,1.8
서울특별시,중랑구,21,1.6
서울특별시,성북구,21,1.6
서울특별시,강북구,22,1.7
서울특별시,도봉구,31,2.4
서울특별시,노원구,39,3.0
서울특별시,은평구,126,9.8
서울특별시,서대문구,47,3.7
서울특별시,마포구,165,12.8
서울특별시,양천구,78,6.1
서울특별시,강서구,231,17.9
서울특별시,구로구,59,4.6
서울특별시,금천구,22,1.7
서울특별시,영등포구,97,7.5
서울특별시,동작구,28,2.2
서울특별시,관악구,29,2.3
서울특별시,서초구,52,4.0
서울특별시,강남구,35,2.7
서울특별시,송파구,40,3.1
서울특별시,강동구,15,1.2
인천광역시,중구,23,5.7
인천광역시,동구,6,1.5
인천광역시,남구,1,0.2
인천광역시,미추홀구,23,5.7
인천광역시,연수구,25,6.2
인천광역시,남동구,55,13.7
인천광역시,부평구,57,14.2
인천광역시,계양구,67,16.7
인천광역시,서구,135,33.6
인천광역시,강화군,10,2.5
전북특별자치도,전주시 덕진구,2,40.0
전북특별자치도,군산시,1,20.0
전북특별자치도,익산시,1,20.0
전북특별자치도,김제시,1,20.0
충청남도,천안시 동남구,4,18.2
충청남도,천안시 서북구,7,31.8
충청남도,아산시,5,22.7
충청남도,당진시,1,4.5
충청남도,서천군,1,4.5
충청남도,청양군,1,4.5
충청남도,홍성군,1,4.5
충청남도,태안군,2,9.1
충청북도,청주시 흥덕구,2,13.3
충청북도,충주시,5,33.3
충청북도,제천시,2,13.3
충청북도,보은군,1,6.7
충청북도,진천군,1,6.7
충청북도,괴산군,2,13.3
충청북도,음성군,2,13.3
