유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,한식,69.5,38.0
음식,간이음식,69.5,8.8
음식,외국식,69.5,11.5
음식,음식점기타,69.5,1.2
음식,카페/찻집,69.5,14.9
음식,전문음식,69.5,25.6
문화관광,기타문화관광지,17.4,2.6
문화관광,도시공원,17.4,75.2
문화관광,레저스포츠시설,17.4,6.0
문화관광,전시시설,17.4,3.3
문화관광,테마공원,17.4,1.4
문화관광,공연시설,17.4,11.5
쇼핑,기타쇼핑시설,6.3,4.7
쇼핑,쇼핑몰,6.3,95.3
숙박,기타숙박,4.2,0.1
숙박,호텔,4.2,81.3
숙박,호스텔,4.2,1.8
숙박,콘도미니엄,4.2,0.1
숙박,캠핑,4.2,0.5
숙박,모텔,4.2,16.2
레저스포츠,기타레저스포츠,1.2,3.6
레저스포츠,육상레저스포츠,1.2,44.4
레저스포츠,수상레저스포츠,1.2,52.0
기타관광,기타관광,0.7,100.0
역사관광,종교성지,0.6,89.7
역사관광,역사유적지,0.6,10.3
자연관광,자연경관(산),0.1,100.0
체험관광,농/산/어촌체험,0.1,100.0
