year,month,성/연령,지역명,비율
2024,2,50대 남성,경기도 성남시 수정구,11.0
2024,2,40대 남성,경기도 성남시 수정구,10.0
2024,2,30대 남성,경기도 성남시 수정구,10.0
2024,2,50대 여성,경기도 성남시 수정구,9.5
2024,2,60대 남성,경기도 성남시 수정구,8.9
2024,2,30대 여성,경기도 성남시 수정구,8.0
2024,2,60대 여성,경기도 성남시 수정구,7.7
2024,2,20대 남성,경기도 성남시 수정구,7.6
2024,2,40대 여성,경기도 성남시 수정구,7.4
2024,2,20대 여성,경기도 성남시 수정구,6.9
2024,2,70대 이상 여성,경기도 성남시 수정구,3.6
2024,2,70대 이상 남성,경기도 성남시 수정구,3.4
2024,2,10대 남성,경기도 성남시 수정구,2.5
2024,2,10대 여성,경기도 성남시 수정구,2.5
2024,2,10대 미만 여성,경기도 성남시 수정구,0.5
2024,2,10대 미만 남성,경기도 성남시 수정구,0.4
