year,month,성/연령,지역명,비율
2024,1,50대 남성,경기도 성남시 수정구,10.7
2024,1,30대 남성,경기도 성남시 수정구,10.6
2024,1,40대 남성,경기도 성남시 수정구,10.4
2024,1,50대 여성,경기도 성남시 수정구,8.9
2024,1,60대 남성,경기도 성남시 수정구,8.4
2024,1,30대 여성,경기도 성남시 수정구,8.1
2024,1,20대 남성,경기도 성남시 수정구,8.0
2024,1,60대 여성,경기도 성남시 수정구,7.4
2024,1,20대 여성,경기도 성남시 수정구,7.3
2024,1,40대 여성,경기도 성남시 수정구,7.3
2024,1,70대 이상 여성,경기도 성남시 수정구,3.6
2024,1,70대 이상 남성,경기도 성남시 수정구,3.2
2024,1,10대 여성,경기도 성남시 수정구,2.6
2024,1,10대 남성,경기도 성남시 수정구,2.6
2024,1,10대 미만 여성,경기도 성남시 수정구,0.5
2024,1,10대 미만 남성,경기도 성남시 수정구,0.4
