광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,7,15.6
강원특별자치도,원주시,11,24.4
강원특별자치도,강릉시,1,2.2
강원특별자치도,동해시,1,2.2
강원특별자치도,속초시,1,2.2
강원특별자치도,홍천군,8,17.8
강원특별자치도,횡성군,2,4.4
강원특별자치도,영월군,1,2.2
강원특별자치도,철원군,4,8.9
강원특별자치도,화천군,3,6.7
강원특별자치도,인제군,4,8.9
강원특별자치도,양양군,2,4.4
경기도,수원시 장안구,12,0.3
경기도,수원시 권선구,24,0.5
경기도,수원시 팔달구,16,0.4
경기도,수원시 영통구,17,0.4
경기도,성남시 수정구,17,0.4
경기도,성남시 중원구,14,0.3
경기도,성남시 분당구,26,0.6
경기도,의정부시,87,2.0
경기도,안양시 만안구,19,0.4
경기도,안양시 동안구,26,0.6
경기도,부천시,165,3.7
경기도,광명시,33,0.7
경기도,평택시,31,0.7
경기도,동두천시,32,0.7
경기도,안산시 상록구,25,0.6
경기도,안산시 단원구,24,0.5
경기도,고양시 덕양구,831,18.8
경기도,고양시 일산동구,904,20.5
경기도,고양시 일산서구,993,22.5
경기도,과천시,2,0.0
경기도,구리시,22,0.5
경기도,남양주시,80,1.8
경기도,오산시,22,0.5
경기도,시흥시,68,1.5
경기도,군포시,21,0.5
경기도,의왕시,9,0.2
경기도,하남시,36,0.8
경기도,용인시 처인구,13,0.3
경기도,용인시 기흥구,28,0.6
경기도,용인시 수지구,12,0.3
경기도,이천시,25,0.6
경기도,안성시,10,0.2
경기도,김포시,375,8.5
경기도,화성시,68,1.5
경기도,광주시,23,0.5
경기도,양주시,180,4.1
경기도,포천시,37,0.8
경기도,여주시,14,0.3
경기도,연천군,64,1.4
경기도,가평군,5,0.1
경기도,양평군,5,0.1
경상남도,창원시 의창구,1,33.3
경상남도,양산시,2,66.7
경상북도,포항시 북구,1,2.4
경상북도,경주시,2,4.9
경상북도,구미시,23,56.1
경상북도,영주시,2,4.9
경상북도,상주시,1,2.4
경상북도,문경시,3,7.3
경상북도,의성군,1,2.4
경상북도,성주군,1,2.4
경상북도,칠곡군,7,17.1
광주광역시,서구,1,33.3
광주광역시,남구,1,33.3
광주광역시,광산구,1,33.3
대구광역시,동구,1,7.7
대구광역시,서구,2,15.4
대구광역시,북구,5,38.5
대구광역시,달서구,3,23.1
대구광역시,달성군,2,15.4
대전광역시,동구,3,30.0
대전광역시,중구,2,20.0
대전광역시,서구,1,10.0
대전광역시,유성구,2,20.0
대전광역시,대덕구,2,20.0
부산광역시,강서구,2,100.0
서울특별시,종로구,44,2.5
서울특별시,중구,39,2.2
서울특별시,용산구,51,2.9
서울특별시,성동구,28,1.6
서울특별시,광진구,31,1.8
서울특별시,동대문구,14,0.8
서울특별시,중랑구,18,1.0
서울특별시,성북구,39,2.2
서울특별시,강북구,31,1.8
서울특별시,도봉구,25,1.4
서울특별시,노원구,54,3.1
서울특별시,은평구,174,9.9
서울특별시,서대문구,88,5.0
서울특별시,마포구,233,13.2
서울특별시,양천구,107,6.1
서울특별시,강서구,243,13.8
서울특별시,구로구,64,3.6
서울특별시,금천구,36,2.0
서울특별시,영등포구,140,7.9
서울특별시,동작구,48,2.7
서울특별시,관악구,29,1.6
서울특별시,서초구,74,4.2
서울특별시,강남구,77,4.4
서울특별시,송파구,53,3.0
서울특별시,강동구,23,1.3
울산광역시,북구,4,100.0
인천광역시,중구,33,5.7
인천광역시,동구,10,1.7
인천광역시,미추홀구,47,8.1
인천광역시,연수구,52,9.0
인천광역시,남동구,58,10.0
인천광역시,부평구,98,16.9
인천광역시,계양구,77,13.3
인천광역시,서구,196,33.8
인천광역시,강화군,9,1.6
전라남도,목포시,2,100.0
전북특별자치도,전주시 덕진구,4,57.1
전북특별자치도,군산시,2,28.6
전북특별자치도,익산시,1,14.3
충청남도,천안시 동남구,5,11.4
충청남도,천안시 서북구,14,31.8
충청남도,공주시,4,9.1
충청남도,보령시,5,11.4
충청남도,아산시,5,11.4
충청남도,서산시,1,2.3
충청남도,논산시,1,2.3
충청남도,당진시,7,15.9
충청남도,예산군,2,4.5
충청북도,청주시 상당구,2,3.6
충청북도,청주시 서원구,5,8.9
충청북도,청주시 흥덕구,3,5.4
충청북도,청주시 청원구,6,10.7
충청북도,충주시,19,33.9
충청북도,제천시,5,8.9
충청북도,진천군,2,3.6
충청북도,괴산군,10,17.9
충청북도,음성군,4,7.1
