광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,11,22.0
강원특별자치도,원주시,14,28.0
강원특별자치도,강릉시,1,2.0
강원특별자치도,동해시,1,2.0
강원특별자치도,홍천군,5,10.0
강원특별자치도,영월군,1,2.0
강원특별자치도,철원군,10,20.0
강원특별자치도,화천군,1,2.0
강원특별자치도,인제군,2,4.0
강원특별자치도,고성군,1,2.0
강원특별자치도,양양군,3,6.0
경기도,수원시 장안구,7,0.1
경기도,수원시 권선구,24,0.4
경기도,수원시 팔달구,11,0.2
경기도,수원시 영통구,26,0.4
경기도,성남시 수정구,15,0.2
경기도,성남시 중원구,12,0.2
경기도,성남시 분당구,32,0.5
경기도,의정부시,171,2.7
경기도,안양시 만안구,22,0.3
경기도,안양시 동안구,45,0.7
경기도,부천시,295,4.7
경기도,광명시,69,1.1
경기도,평택시,54,0.9
경기도,동두천시,29,0.5
경기도,안산시 상록구,34,0.5
경기도,안산시 단원구,44,0.7
경기도,고양시 덕양구,1219,19.2
경기도,고양시 일산동구,1239,19.6
경기도,고양시 일산서구,1250,19.7
경기도,과천시,4,0.1
경기도,구리시,34,0.5
경기도,남양주시,118,1.9
경기도,오산시,20,0.3
경기도,시흥시,143,2.3
경기도,군포시,49,0.8
경기도,의왕시,20,0.3
경기도,하남시,50,0.8
경기도,용인시 처인구,27,0.4
경기도,용인시 기흥구,21,0.3
경기도,용인시 수지구,28,0.4
경기도,이천시,23,0.4
경기도,안성시,14,0.2
경기도,김포시,590,9.3
경기도,화성시,122,1.9
경기도,광주시,45,0.7
경기도,양주시,241,3.8
경기도,포천시,47,0.7
경기도,여주시,12,0.2
경기도,연천군,110,1.7
경기도,가평군,8,0.1
경기도,양평군,12,0.2
경상남도,창원시 성산구,1,16.7
경상남도,창원시 진해구,1,16.7
경상남도,사천시,1,16.7
경상남도,함안군,1,16.7
경상남도,하동군,2,33.3
경상북도,경주시,3,6.3
경상북도,김천시,1,2.1
경상북도,구미시,23,47.9
경상북도,영주시,1,2.1
경상북도,영천시,1,2.1
경상북도,상주시,5,10.4
경상북도,문경시,8,16.7
경상북도,의성군,1,2.1
경상북도,청도군,1,2.1
경상북도,성주군,1,2.1
경상북도,칠곡군,2,4.2
경상북도,예천군,1,2.1
광주광역시,북구,1,50.0
광주광역시,광산구,1,50.0
대구광역시,북구,1,20.0
대구광역시,달서구,1,20.0
대구광역시,달성군,3,60.0
대전광역시,동구,1,7.7
대전광역시,중구,1,7.7
대전광역시,서구,2,15.4
대전광역시,유성구,5,38.5
대전광역시,대덕구,4,30.8
부산광역시,영도구,1,33.3
부산광역시,부산진구,1,33.3
부산광역시,북구,1,33.3
서울특별시,종로구,44,1.6
서울특별시,중구,48,1.8
서울특별시,용산구,80,3.0
서울특별시,성동구,30,1.1
서울특별시,광진구,20,0.7
서울특별시,동대문구,40,1.5
서울특별시,중랑구,27,1.0
서울특별시,성북구,65,2.4
서울특별시,강북구,30,1.1
서울특별시,도봉구,43,1.6
서울특별시,노원구,86,3.2
서울특별시,은평구,268,10.0
서울특별시,서대문구,124,4.6
서울특별시,마포구,335,12.5
서울특별시,양천구,189,7.1
서울특별시,강서구,407,15.2
서울특별시,구로구,114,4.3
서울특별시,금천구,49,1.8
서울특별시,영등포구,219,8.2
서울특별시,동작구,80,3.0
서울특별시,관악구,48,1.8
서울특별시,서초구,106,4.0
서울특별시,강남구,109,4.1
서울특별시,송파구,72,2.7
서울특별시,강동구,42,1.6
울산광역시,북구,4,57.1
울산광역시,울주군,3,42.9
인천광역시,중구,57,7.1
인천광역시,동구,16,2.0
인천광역시,미추홀구,62,7.7
인천광역시,연수구,74,9.2
인천광역시,남동구,91,11.3
인천광역시,부평구,142,17.6
인천광역시,계양구,105,13.0
인천광역시,서구,243,30.1
인천광역시,강화군,17,2.1
인천광역시,옹진군,1,0.1
전라남도,함평군,1,33.3
전라남도,영광군,1,33.3
전라남도,장성군,1,33.3
전북특별자치도,전주시 덕진구,6,50.0
전북특별자치도,군산시,2,16.7
전북특별자치도,익산시,3,25.0
전북특별자치도,남원시,1,8.3
충청남도,천안시 동남구,6,6.1
충청남도,천안시 서북구,31,31.6
충청남도,공주시,7,7.1
충청남도,보령시,2,2.0
충청남도,아산시,31,31.6
충청남도,서산시,3,3.1
충청남도,논산시,1,1.0
충청남도,당진시,9,9.2
충청남도,금산군,2,2.0
충청남도,홍성군,4,4.1
충청남도,태안군,2,2.0
충청북도,청주시 서원구,1,2.4
충청북도,청주시 흥덕구,7,17.1
충청북도,청주시 청원구,8,19.5
충청북도,충주시,12,29.3
충청북도,제천시,4,9.8
충청북도,보은군,1,2.4
충청북도,진천군,1,2.4
충청북도,괴산군,2,4.9
충청북도,음성군,5,12.2
