광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,4,11.1
강원특별자치도,원주시,9,25.0
강원특별자치도,강릉시,2,5.6
강원특별자치도,동해시,2,5.6
강원특별자치도,속초시,1,2.8
강원특별자치도,삼척시,1,2.8
강원특별자치도,홍천군,4,11.1
강원특별자치도,횡성군,2,5.6
강원특별자치도,정선군,1,2.8
강원특별자치도,철원군,3,8.3
강원특별자치도,화천군,3,8.3
강원특별자치도,양구군,1,2.8
강원특별자치도,인제군,1,2.8
강원특별자치도,양양군,2,5.6
경기도,수원시 장안구,13,0.3
경기도,수원시 권선구,29,0.6
경기도,수원시 팔달구,13,0.3
경기도,수원시 영통구,20,0.4
경기도,성남시 수정구,14,0.3
경기도,성남시 중원구,4,0.1
경기도,성남시 분당구,23,0.5
경기도,의정부시,114,2.3
경기도,안양시 만안구,13,0.3
경기도,안양시 동안구,29,0.6
경기도,부천시,220,4.4
경기도,광명시,38,0.8
경기도,평택시,31,0.6
경기도,동두천시,30,0.6
경기도,안산시 상록구,18,0.4
경기도,안산시 단원구,23,0.5
경기도,고양시 덕양구,938,18.7
경기도,고양시 일산동구,1131,22.5
경기도,고양시 일산서구,1130,22.5
경기도,과천시,2,0.0
경기도,구리시,35,0.7
경기도,남양주시,75,1.5
경기도,오산시,16,0.3
경기도,시흥시,87,1.7
경기도,군포시,28,0.6
경기도,의왕시,5,0.1
경기도,하남시,35,0.7
경기도,용인시 처인구,11,0.2
경기도,용인시 기흥구,17,0.3
경기도,용인시 수지구,20,0.4
경기도,이천시,17,0.3
경기도,안성시,14,0.3
경기도,김포시,384,7.6
경기도,화성시,96,1.9
경기도,광주시,25,0.5
경기도,양주시,213,4.2
경기도,포천시,24,0.5
경기도,여주시,9,0.2
경기도,연천군,53,1.1
경기도,가평군,10,0.2
경기도,양평군,18,0.4
경상남도,창원시 성산구,1,12.5
경상남도,창원시 마산합포구,1,12.5
경상남도,사천시,1,12.5
경상남도,거제시,1,12.5
경상남도,양산시,1,12.5
경상남도,함안군,1,12.5
경상남도,창녕군,1,12.5
경상남도,하동군,1,12.5
경상북도,포항시 남구,1,2.6
경상북도,경주시,1,2.6
경상북도,구미시,18,46.2
경상북도,영주시,1,2.6
경상북도,영천시,1,2.6
경상북도,상주시,2,5.1
경상북도,문경시,5,12.8
경상북도,성주군,1,2.6
경상북도,칠곡군,8,20.5
경상북도,울진군,1,2.6
광주광역시,동구,1,14.3
광주광역시,서구,1,14.3
광주광역시,남구,1,14.3
광주광역시,북구,2,28.6
광주광역시,광산구,2,28.6
대구광역시,동구,1,16.7
대구광역시,북구,1,16.7
대구광역시,수성구,1,16.7
대구광역시,달서구,2,33.3
대구광역시,달성군,1,16.7
대전광역시,동구,1,7.7
대전광역시,서구,2,15.4
대전광역시,유성구,4,30.8
대전광역시,대덕구,6,46.2
부산광역시,중구,1,50.0
부산광역시,사하구,1,50.0
서울특별시,종로구,34,1.7
서울특별시,중구,34,1.7
서울특별시,용산구,60,3.0
서울특별시,성동구,35,1.8
서울특별시,광진구,32,1.6
서울특별시,동대문구,18,0.9
서울특별시,중랑구,23,1.2
서울특별시,성북구,49,2.5
서울특별시,강북구,30,1.5
서울특별시,도봉구,41,2.1
서울특별시,노원구,57,2.9
서울특별시,은평구,179,9.0
서울특별시,서대문구,78,3.9
서울특별시,마포구,281,14.2
서울특별시,양천구,142,7.2
서울특별시,강서구,258,13.0
서울특별시,구로구,68,3.4
서울특별시,금천구,38,1.9
서울특별시,영등포구,136,6.9
서울특별시,동작구,64,3.2
서울특별시,관악구,47,2.4
서울특별시,서초구,98,4.9
서울특별시,강남구,83,4.2
서울특별시,송파구,76,3.8
서울특별시,강동구,23,1.2
울산광역시,동구,2,40.0
울산광역시,북구,3,60.0
인천광역시,중구,43,6.5
인천광역시,동구,5,0.8
인천광역시,미추홀구,49,7.4
인천광역시,연수구,56,8.5
인천광역시,남동구,76,11.5
인천광역시,부평구,124,18.7
인천광역시,계양구,94,14.2
인천광역시,서구,197,29.8
인천광역시,강화군,18,2.7
전라남도,목포시,1,33.3
전라남도,담양군,1,33.3
전라남도,곡성군,1,33.3
전북특별자치도,전주시 완산구,1,8.3
전북특별자치도,전주시 덕진구,1,8.3
전북특별자치도,군산시,2,16.7
전북특별자치도,익산시,4,33.3
전북특별자치도,정읍시,2,16.7
전북특별자치도,진안군,1,8.3
전북특별자치도,고창군,1,8.3
충청남도,천안시 동남구,10,16.4
충청남도,천안시 서북구,21,34.4
충청남도,공주시,1,1.6
충청남도,보령시,2,3.3
충청남도,아산시,19,31.1
충청남도,서산시,1,1.6
충청남도,논산시,1,1.6
충청남도,계룡시,1,1.6
충청남도,당진시,1,1.6
충청남도,금산군,1,1.6
충청남도,부여군,1,1.6
충청남도,홍성군,2,3.3
충청북도,청주시 상당구,2,5.1
충청북도,청주시 서원구,1,2.6
충청북도,청주시 흥덕구,3,7.7
충청북도,청주시 청원구,4,10.3
충청북도,충주시,12,30.8
충청북도,제천시,2,5.1
충청북도,증평군,1,2.6
충청북도,진천군,4,10.3
충청북도,괴산군,5,12.8
충청북도,음성군,5,12.8
