유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,한식,71.0,36.2
음식,간이음식,71.0,10.5
음식,외국식,71.0,11.6
음식,음식점기타,71.0,1.2
음식,전문음식,71.0,23.7
음식,카페/찻집,71.0,16.8
문화관광,공연시설,12.0,19.6
문화관광,기타문화관광지,12.0,1.0
문화관광,도시공원,12.0,69.8
문화관광,레저스포츠시설,12.0,2.0
문화관광,전시시설,12.0,5.5
문화관광,테마공원,12.0,2.2
쇼핑,기타쇼핑시설,9.4,4.1
쇼핑,쇼핑몰,9.4,95.9
숙박,모텔,4.7,15.9
숙박,캠핑,4.7,0.9
숙박,호스텔,4.7,2.4
숙박,호텔,4.7,80.8
레저스포츠,기타레저스포츠,1.5,0.3
레저스포츠,육상레저스포츠,1.5,14.4
레저스포츠,수상레저스포츠,1.5,85.3
기타관광,기타관광,0.8,100.0
역사관광,종교성지,0.5,94.9
역사관광,역사유적지,0.5,5.1
체험관광,농/산/어촌체험,0.1,100.0
자연관광,자연경관(산),0.1,100.0
