광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,3,15.0
강원특별자치도,원주시,6,30.0
강원특별자치도,태백시,1,5.0
강원특별자치도,속초시,1,5.0
강원특별자치도,횡성군,1,5.0
강원특별자치도,평창군,2,10.0
강원특별자치도,철원군,3,15.0
강원특별자치도,화천군,2,10.0
강원특별자치도,인제군,1,5.0
경기도,수원시 장안구,1,0.0
경기도,수원시 권선구,9,0.3
경기도,수원시 팔달구,8,0.3
경기도,수원시 영통구,17,0.6
경기도,성남시 수정구,7,0.2
경기도,성남시 중원구,4,0.1
경기도,성남시 분당구,26,0.9
경기도,의정부시,65,2.2
경기도,안양시 만안구,22,0.7
경기도,안양시 동안구,27,0.9
경기도,부천시,110,3.7
경기도,광명시,22,0.7
경기도,평택시,16,0.5
경기도,동두천시,7,0.2
경기도,안산시 상록구,16,0.5
경기도,안산시 단원구,10,0.3
경기도,고양시 덕양구,532,17.9
경기도,고양시 일산동구,552,18.6
경기도,고양시 일산서구,671,22.6
경기도,과천시,5,0.2
경기도,구리시,22,0.7
경기도,남양주시,60,2.0
경기도,오산시,11,0.4
경기도,시흥시,67,2.3
경기도,군포시,22,0.7
경기도,의왕시,3,0.1
경기도,하남시,20,0.7
경기도,용인시 처인구,8,0.3
경기도,용인시 기흥구,12,0.4
경기도,용인시 수지구,7,0.2
경기도,이천시,5,0.2
경기도,안성시,9,0.3
경기도,김포시,286,9.6
경기도,화성시,33,1.1
경기도,광주시,10,0.3
경기도,양주시,176,5.9
경기도,포천시,21,0.7
경기도,여주시,7,0.2
경기도,연천군,52,1.8
경기도,가평군,6,0.2
경기도,양평군,4,0.1
경상남도,김해시,2,100.0
경상북도,경주시,1,9.1
경상북도,구미시,7,63.6
경상북도,고령군,1,9.1
경상북도,칠곡군,2,18.2
광주광역시,광산구,2,100.0
대구광역시,동구,1,11.1
대구광역시,북구,3,33.3
대구광역시,수성구,2,22.2
대구광역시,달서구,3,33.3
대전광역시,유성구,1,100.0
부산광역시,남구,1,33.3
부산광역시,해운대구,1,33.3
부산광역시,기장군,1,33.3
서울특별시,종로구,25,2.1
서울특별시,중구,24,2.1
서울특별시,용산구,42,3.6
서울특별시,성동구,12,1.0
서울특별시,광진구,19,1.6
서울특별시,동대문구,25,2.1
서울특별시,중랑구,19,1.6
서울특별시,성북구,29,2.5
서울특별시,강북구,16,1.4
서울특별시,도봉구,29,2.5
서울특별시,노원구,49,4.2
서울특별시,은평구,113,9.7
서울특별시,서대문구,55,4.7
서울특별시,마포구,129,11.0
서울특별시,양천구,57,4.9
서울특별시,강서구,171,14.6
서울특별시,구로구,40,3.4
서울특별시,금천구,20,1.7
서울특별시,영등포구,81,6.9
서울특별시,동작구,42,3.6
서울특별시,관악구,26,2.2
서울특별시,서초구,49,4.2
서울특별시,강남구,48,4.1
서울특별시,송파구,34,2.9
서울특별시,강동구,16,1.4
울산광역시,남구,3,42.9
울산광역시,북구,1,14.3
울산광역시,울주군,3,42.9
인천광역시,중구,23,5.8
인천광역시,동구,8,2.0
인천광역시,남구,2,0.5
인천광역시,미추홀구,35,8.8
인천광역시,연수구,38,9.5
인천광역시,남동구,45,11.3
인천광역시,부평구,38,9.5
인천광역시,계양구,68,17.1
인천광역시,서구,122,30.7
인천광역시,강화군,19,4.8
전라남도,영암군,1,100.0
전북특별자치도,전주시 완산구,1,25.0
전북특별자치도,전주시 덕진구,1,25.0
전북특별자치도,군산시,1,25.0
전북특별자치도,부안군,1,25.0
충청남도,천안시 동남구,5,22.7
충청남도,천안시 서북구,5,22.7
충청남도,아산시,3,13.6
충청남도,서산시,4,18.2
충청남도,당진시,4,18.2
충청남도,태안군,1,4.5
충청북도,청주시 상당구,1,6.7
충청북도,청주시 서원구,1,6.7
충청북도,청주시 흥덕구,3,20.0
충청북도,청주시 청원구,3,20.0
충청북도,충주시,3,20.0
충청북도,진천군,1,6.7
충청북도,괴산군,1,6.7
충청북도,음성군,2,13.3
