광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,5,25.0
강원특별자치도,원주시,2,10.0
강원특별자치도,삼척시,1,5.0
강원특별자치도,홍천군,1,5.0
강원특별자치도,횡성군,1,5.0
강원특별자치도,영월군,1,5.0
강원특별자치도,철원군,4,20.0
강원특별자치도,인제군,4,20.0
강원특별자치도,양양군,1,5.0
경기도,수원시 장안구,4,0.1
경기도,수원시 권선구,12,0.4
경기도,수원시 팔달구,5,0.1
경기도,수원시 영통구,16,0.5
경기도,성남시 수정구,12,0.4
경기도,성남시 중원구,10,0.3
경기도,성남시 분당구,17,0.5
경기도,의정부시,93,2.7
경기도,안양시 만안구,18,0.5
경기도,안양시 동안구,23,0.7
경기도,부천시,127,3.7
경기도,광명시,28,0.8
경기도,평택시,23,0.7
경기도,동두천시,18,0.5
경기도,안산시 상록구,19,0.6
경기도,안산시 단원구,12,0.4
경기도,고양시 덕양구,673,19.8
경기도,고양시 일산동구,571,16.8
경기도,고양시 일산서구,730,21.5
경기도,과천시,3,0.1
경기도,구리시,25,0.7
경기도,남양주시,55,1.6
경기도,오산시,8,0.2
경기도,시흥시,43,1.3
경기도,군포시,18,0.5
경기도,의왕시,12,0.4
경기도,하남시,28,0.8
경기도,용인시 처인구,10,0.3
경기도,용인시 기흥구,22,0.6
경기도,용인시 수지구,5,0.1
경기도,이천시,7,0.2
경기도,안성시,6,0.2
경기도,김포시,386,11.4
경기도,화성시,60,1.8
경기도,광주시,16,0.5
경기도,양주시,148,4.4
경기도,포천시,34,1.0
경기도,여주시,2,0.1
경기도,연천군,88,2.6
경기도,가평군,6,0.2
경기도,양평군,1,0.0
경상남도,양산시,1,100.0
경상북도,포항시 북구,1,7.7
경상북도,구미시,2,15.4
경상북도,영주시,1,7.7
경상북도,영천시,1,7.7
경상북도,상주시,2,15.4
경상북도,문경시,3,23.1
경상북도,의성군,1,7.7
경상북도,청도군,1,7.7
경상북도,예천군,1,7.7
광주광역시,북구,2,66.7
광주광역시,광산구,1,33.3
대구광역시,동구,1,33.3
대구광역시,서구,1,33.3
대구광역시,달성군,1,33.3
대전광역시,서구,3,37.5
대전광역시,유성구,5,62.5
부산광역시,해운대구,1,25.0
부산광역시,강서구,2,50.0
부산광역시,기장군,1,25.0
서울특별시,종로구,27,1.9
서울특별시,중구,22,1.5
서울특별시,용산구,50,3.5
서울특별시,성동구,21,1.5
서울특별시,광진구,18,1.2
서울특별시,동대문구,34,2.4
서울특별시,중랑구,25,1.7
서울특별시,성북구,31,2.1
서울특별시,강북구,8,0.6
서울특별시,도봉구,39,2.7
서울특별시,노원구,50,3.5
서울특별시,은평구,168,11.6
서울특별시,서대문구,63,4.4
서울특별시,마포구,146,10.1
서울특별시,양천구,111,7.7
서울특별시,강서구,222,15.4
서울특별시,구로구,53,3.7
서울특별시,금천구,20,1.4
서울특별시,영등포구,119,8.2
서울특별시,동작구,41,2.8
서울특별시,관악구,35,2.4
서울특별시,서초구,43,3.0
서울특별시,강남구,39,2.7
서울특별시,송파구,38,2.6
서울특별시,강동구,23,1.6
울산광역시,남구,1,33.3
울산광역시,북구,1,33.3
울산광역시,울주군,1,33.3
인천광역시,중구,20,4.1
인천광역시,동구,6,1.2
인천광역시,남구,3,0.6
인천광역시,미추홀구,32,6.5
인천광역시,연수구,34,6.9
인천광역시,남동구,62,12.6
인천광역시,부평구,74,15.1
인천광역시,계양구,84,17.1
인천광역시,서구,163,33.2
인천광역시,강화군,13,2.6
전라남도,광양시,1,100.0
전북특별자치도,전주시 완산구,3,37.5
전북특별자치도,전주시 덕진구,1,12.5
전북특별자치도,익산시,2,25.0
전북특별자치도,정읍시,1,12.5
전북특별자치도,완주군,1,12.5
충청남도,천안시 동남구,7,22.6
충청남도,천안시 서북구,6,19.4
충청남도,공주시,2,6.5
충청남도,아산시,3,9.7
충청남도,서산시,2,6.5
충청남도,계룡시,1,3.2
충청남도,당진시,6,19.4
충청남도,부여군,1,3.2
충청남도,서천군,1,3.2
충청남도,홍성군,2,6.5
충청북도,청주시 상당구,1,7.1
충청북도,청주시 청원구,1,7.1
충청북도,충주시,4,28.6
충청북도,제천시,3,21.4
충청북도,음성군,5,35.7
