유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,45.0,10.6
음식,외국식,45.0,8.5
음식,음식점기타,45.0,0.3
음식,전문음식,45.0,18.5
음식,카페/찻집,45.0,28.1
음식,한식,45.0,34.0
쇼핑,시장,18.6,2.3
쇼핑,쇼핑몰,18.6,95.2
쇼핑,기타쇼핑시설,18.6,2.5
기타관광,기타관광,12.6,100.0
기타관광,교통시설,12.6,0.0
문화관광,전시시설,10.9,4.6
문화관광,테마공원,10.9,6.5
문화관광,복합관광시설,10.9,8.1
문화관광,레저스포츠시설,10.9,2.8
문화관광,랜드마크관광,10.9,3.5
문화관광,도시공원,10.9,56.9
문화관광,기타문화관광지,10.9,4.2
문화관광,공연시설,10.9,13.4
레저스포츠,육상레저스포츠,6.3,94.2
레저스포츠,수상레저스포츠,6.3,4.5
레저스포츠,기타레저스포츠,6.3,1.2
숙박,캠핑,2.6,48.0
숙박,호텔,2.6,27.0
숙박,펜션/민박,2.6,0.2
숙박,콘도미니엄,2.6,1.6
숙박,모텔,2.6,23.1
숙박,기타숙박,2.6,0.1
자연관광,자연경관(산),2.2,35.6
자연관광,자연경관(하천/해양),2.2,6.3
자연관광,자연공원,2.2,58.1
역사관광,역사유적지,1.4,31.9
역사관광,종교성지,1.4,66.8
역사관광,역사유물,1.4,1.4
체험관광,농/산/어촌체험,0.4,97.4
체험관광,웰니스관광,0.4,2.6
