광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,1,5.0
강원특별자치도,원주시,1,5.0
강원특별자치도,강릉시,3,15.0
강원특별자치도,속초시,1,5.0
강원특별자치도,삼척시,1,5.0
강원특별자치도,홍천군,2,10.0
강원특별자치도,횡성군,9,45.0
강원특별자치도,철원군,2,10.0
경기도,수원시 장안구,5,0.2
경기도,수원시 권선구,14,0.7
경기도,수원시 팔달구,3,0.1
경기도,수원시 영통구,14,0.7
경기도,성남시 수정구,6,0.3
경기도,성남시 중원구,7,0.3
경기도,성남시 분당구,14,0.7
경기도,의정부시,64,3.1
경기도,안양시 만안구,7,0.3
경기도,안양시 동안구,10,0.5
경기도,부천시,108,5.2
경기도,광명시,19,0.9
경기도,평택시,10,0.5
경기도,동두천시,9,0.4
경기도,안산시 상록구,5,0.2
경기도,안산시 단원구,9,0.4
경기도,고양시 덕양구,376,18.2
경기도,고양시 일산동구,380,18.4
경기도,고양시 일산서구,479,23.2
경기도,과천시,1,0.0
경기도,구리시,15,0.7
경기도,남양주시,38,1.8
경기도,오산시,8,0.4
경기도,시흥시,28,1.4
경기도,군포시,9,0.4
경기도,의왕시,5,0.2
경기도,하남시,18,0.9
경기도,용인시 처인구,4,0.2
경기도,용인시 기흥구,7,0.3
경기도,용인시 수지구,5,0.2
경기도,이천시,7,0.3
경기도,안성시,3,0.1
경기도,김포시,146,7.1
경기도,화성시,35,1.7
경기도,광주시,4,0.2
경기도,양주시,114,5.5
경기도,포천시,21,1.0
경기도,여주시,2,0.1
경기도,연천군,47,2.3
경기도,가평군,2,0.1
경기도,양평군,7,0.3
경상남도,통영시,1,50.0
경상남도,함안군,1,50.0
경상북도,구미시,2,33.3
경상북도,문경시,1,16.7
경상북도,칠곡군,3,50.0
광주광역시,북구,1,50.0
광주광역시,광산구,1,50.0
대구광역시,달성군,1,100.0
대전광역시,동구,1,20.0
대전광역시,중구,1,20.0
대전광역시,서구,3,60.0
서울특별시,종로구,25,2.5
서울특별시,중구,17,1.7
서울특별시,용산구,30,3.0
서울특별시,성동구,23,2.3
서울특별시,광진구,13,1.3
서울특별시,동대문구,14,1.4
서울특별시,중랑구,21,2.1
서울특별시,성북구,28,2.8
서울특별시,강북구,19,1.9
서울특별시,도봉구,26,2.6
서울특별시,노원구,30,3.0
서울특별시,은평구,87,8.8
서울특별시,서대문구,59,6.0
서울특별시,마포구,123,12.5
서울특별시,양천구,75,7.6
서울특별시,강서구,140,14.2
서울특별시,구로구,30,3.0
서울특별시,금천구,13,1.3
서울특별시,영등포구,54,5.5
서울특별시,동작구,30,3.0
서울특별시,관악구,29,2.9
서울특별시,서초구,22,2.2
서울특별시,강남구,36,3.7
서울특별시,송파구,26,2.6
서울특별시,강동구,15,1.5
울산광역시,남구,1,25.0
울산광역시,울주군,3,75.0
인천광역시,중구,13,4.6
인천광역시,동구,3,1.1
인천광역시,남구,7,2.5
인천광역시,미추홀구,32,11.3
인천광역시,연수구,18,6.4
인천광역시,남동구,36,12.7
인천광역시,부평구,33,11.7
인천광역시,계양구,34,12.0
인천광역시,서구,97,34.3
인천광역시,강화군,10,3.5
전라남도,영광군,1,100.0
전북특별자치도,전주시 덕진구,1,50.0
전북특별자치도,익산시,1,50.0
충청남도,천안시 동남구,4,19.0
충청남도,천안시 서북구,8,38.1
충청남도,아산시,4,19.0
충청남도,서산시,1,4.8
충청남도,당진시,3,14.3
충청남도,홍성군,1,4.8
충청북도,청주시 서원구,1,12.5
충청북도,청주시 청원구,2,25.0
충청북도,충주시,2,25.0
충청북도,진천군,1,12.5
충청북도,괴산군,2,25.0
